date,p,T,Tpot,Tdew,rh,VPmax,VPact,VPdef,sh,H2OC,rho,wv,max. wv,wd,rain,raining,SWDR,PAR,max. PAR,Tlog,OT
2021-01-01 00:00:00,1013.2437736638035,14.074221206695825,13.254566344077281,12.256722600546608,70.05052566219678,20.112558363519202,10.93470249006161,4.904332522301728,4.991529412368577,4.005330300400163,1199.6902124362014,2.2257759071378453,6.17443722289285,187.91140638494235,1.3644165085773814,0,0.0,66.38108693877425,36.22272388327251,16.91654529244935,15.669713467233123
2021-01-01 01:00:00,1012.298897456547,16.730216469330834,15.153644824193684,13.460057174748059,73.04324557642143,21.52624278949176,11.632257561610222,5.579115644152698,5.51960526990186,4.19946941483772,1200.5835957353645,2.9900935309044763,5.636182141668686,181.34068779660464,0.0,0,74.18421636412072,155.49362430993892,159.9963413127269,18.403137035826838,17.335569519833186
2021-01-01 02:00:00,1013.86204073786,19.29415869663221,15.808567837137492,12.322598470921022,73.85361766751399,23.432021813037114,12.201269860303572,5.605492771005425,5.917239623136173,4.496430819771493,1199.804528688579,3.643207233840344,5.314682125421685,202.23619575783138,0.5171463575119862,0,149.20689440936758,284.1802415539442,282.22924850225223,19.042858288905418,18.75878711790093
2021-01-01 03:00:00,1014.1447472517522,20.585176554864614,16.073667656119586,13.582841903303931,77.68824416099532,24.546007275825147,12.52991210708224,6.126381933311585,6.082303692105928,4.735882722034778,1200.176591088702,3.953082413588594,7.045733605426276,213.06499299754225,0.0,0,220.11131961015505,400.0367461044405,624.570877372617,20.398505389633982,20.279521176991373
2021-01-01 04:00:00,1011.9618141654153,21.472808695991592,16.44255891846226,12.876229226272322,76.57612962146594,23.70324115565167,12.634540990849182,6.32148769412766,6.490204820292835,4.944469849059788,1202.2614146905157,4.2158036247944874,6.827491722408723,198.9477436362957,0.0,0,253.27681726551245,537.1953170120379,535.8908793179418,22.026366769925787,21.671798719183062
2021-01-01 05:00:00,1012.6108873556104,22.25545788710539,16.17260407717296,12.756969776129615,76.47463102420458,26.068176059948637,12.668285353854998,6.680869260980853,6.595134819809651,4.90622192268903,1201.8304098837102,4.796553251941809,6.849489876031365,206.8650059829239,0.0,0,276.4279078075117,544.0199390159494,691.0259849552432,21.595723140212748,21.742219660302734
2021-01-01 06:00:00,1013.884444647735,22.501364054911104,16.92204903456144,11.127715980946874,84.56055245402457,25.49826029524796,13.456161944228393,6.754040185998402,6.722590045938452,5.14825409148696,1201.6376582267426,4.750460243965515,7.112309105871908,214.54304493585397,0.0,0,324.88960300899583,576.9237414931707,714.2938342589085,21.732969756472716,22.003441550677213
2021-01-01 07:00:00,1013.6581835535858,22.111749870251288,16.054195876105126,11.536439070914948,80.69103263128363,25.084690587010062,12.991678346286836,6.546705759103168,6.645749270529115,5.087269653216453,1204.549020787767,4.838355145287162,6.83840514159574,211.21648865054956,0.42227004942686386,0,283.3770941158038,557.4403716209735,701.9483576118237,20.709007137494616,21.328546358296258
2021-01-01 08:00:00,1014.0261175280854,23.525346244368755,14.211830063039951,10.293357355860511,81.85349688933108,25.10191571751985,11.970961974359021,7.171374213872843,6.613033744898108,4.887671143260658,1203.435571757831,2.6321725279740855,5.712442019029981,226.72898145858457,0.7977822139977443,0,288.1902284864176,507.9253605225737,601.7335693395147,20.853484772011377,21.710189904836707
2021-01-01 09:00:00,1013.4847916772208,20.865111999322266,14.064945401954207,8.926030715193594,83.72658634552494,24.448126241634288,11.673526583849815,6.982463415508419,6.026721538466571,4.879537388684852,1205.689716601261,2.5720580398318327,4.951455746632573,249.58303986711886,0.2877512512232928,0,205.6294893670773,403.6557387226541,491.01225466917793,20.00505011891808,20.74811000783673
2021-01-01 10:00:00,1014.9976136054029,19.620731338083317,12.658184176684802,8.166464100644836,84.62324961364398,22.179632694856586,10.833895767303726,7.127518721495379,5.484588391527699,4.647977896023631,1205.0284707911094,2.904616392206508,5.966792905727376,230.82780002616477,0.0,0,149.67460673460403,334.11256526619445,356.9205866695163,17.280966914989417,18.403529783412818
2021-01-01 11:00:00,1015.0423102718628,16.728198133136924,12.5968821863984,6.643434641119642,84.09830563563058,21.905202479143902,9.733995892639449,7.017434536945588,5.520972316390866,4.199253411264683,1205.7411492122055,1.9373604996449871,4.674867979752761,258.78412462965883,0.0,0,74.87076658072175,166.1339192534206,205.16675563880398,16.32441588583078,16.919808765495198
2021-01-01 12:00:00,1014.5979095299238,14.869830325969767,9.671009660746648,5.8987996021692295,84.96513220610198,20.3816694237658,9.475052558263338,6.577391511366609,5.156110637864555,3.971173169846749,1205.6663527768278,2.3045602100048463,3.934786086883258,244.9475877232243,0.0,0,4.624372172646537,15.721469533771412,0.0,14.547962858823004,14.955465016756783
2021-01-01 13:00:00,1015.5708272617433,12.429959852220586,8.615775211775201,5.3216871942483595,84.79214845775081,18.470573827534622,8.497123734343477,6.349129805202897,4.925770511022447,4.121141891257146,1203.6380416659526,1.823306636141543,3.1353492506797407,273.6449793339595,0.029954908315336592,0,0.0,0.0,0.0,14.34926512184342,13.947523585056663
2021-01-01 14:00:00,1015.1658472215281,9.14380416555656,8.8870035672371,4.380501043515616,84.83852604837763,16.566188184886474,7.632727404455732,6.41664623966288,4.506258071233941,3.8240866517204277,1205.554519572535,2.509352026102529,2.225789905259605,248.35727900971838,0.10691139172609487,0,0.0,0.0,0.0,11.348827090321398,10.959741273415066
2021-01-01 15:00:00,1014.2259831915188,8.378539256714118,8.255935319314245,5.34512981736906,79.14321806969467,15.26767031078607,6.907870515668847,5.939350194117898,4.328434319393092,2.9406538245501963,1206.9453583521467,2.395525032046572,4.1698583011783175,255.83424660490385,0.0,0,0.0,0.0,0.0,11.307786770870713,10.250877501534442
2021-01-01 16:00:00,1015.328683842645,6.804363693738217,6.751979670258776,5.628462426747155,86.75213367078229,15.316813643083483,6.530186942293357,5.871326142544637,3.824932690388649,2.777880002140962,1207.7961773920665,2.6948844206869893,3.8298600980013378,249.68278958905267,0.0,0,0.0,0.0,0.0,10.961023739014244,9.534486055350218
2021-01-01 17:00:00,1014.3854494033783,5.697744745121328,6.687604861898865,5.284932650684904,81.6057234772994,13.448833699017637,6.857156472400739,5.311656166761256,3.596873378954123,2.6290083530547186,1205.9817855921815,2.349438009329783,3.8542245022901565,252.81856811148137,0.4849786397867031,0,0.0,0.0,0.0,10.191058929033037,8.559726097760887
